priority,release_date,launch_price,brand,model_name,ram_gb,storage_gb,variant_name,platform,search_url,store_name,external_id,sku_text,product_title,product_url,region,regular_price,public_sale_price,gov_price,billion_subsidy_price,promotion_labels,promotion_stackable,in_stock,evidence_text_path,screenshot_path,reviewer,review_status
HIGH,,,一加,一加 Ace 5,16,256,16GB+256GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,12,256,12GB+256GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2012GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,256,16GB+256GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,12,512,12GB+512GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,512,16GB+512GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,12,512,12GB+512GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,512,16GB+512GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,12,512,12GB+512GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,512,16GB+512GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,1024,16GB+1024GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,1024,16GB+1024GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 5,16,1024,16GB+1024GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%205%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,256,12GB+256GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,256,16GB+256GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,256,12GB+256GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,256,16GB+256GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,256,12GB+256GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,256,16GB+256GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B256GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,512,12GB+512GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,512,16GB+512GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,512,12GB+512GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,512,16GB+512GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,12,512,12GB+512GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2012GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,512,16GB+512GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B512GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,1024,16GB+1024GB,jd,https://search.jd.com/Search?keyword=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,1024,16GB+1024GB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,一加,一加 Ace 6,16,1024,16GB+1024GB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%80%E5%8A%A0%20%E4%B8%80%E5%8A%A0%20Ace%206%2016GB%2B1024GB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1024GB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,8,256,8GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,8,256,8GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,8,256,8GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy A56 5G,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20A56%205G%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Edge,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Edge%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,16,1024,16GB+1TB,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,16,1024,16GB+1TB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S25 Ultra,16,1024,16GB+1TB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S25%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,16,1024,16GB+1TB,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,16,1024,16GB+1TB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26,16,1024,16GB+1TB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,16,1024,16GB+1TB,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,16,1024,16GB+1TB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26 Ultra,16,1024,16GB+1TB,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy S26+,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20S26%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy Z Flip7,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20Z%20Flip7%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy Z Flip7,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20Z%20Flip7%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
HIGH,,,三星,Samsung Galaxy Z Flip7,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=%E4%B8%89%E6%98%9F%20Samsung%20Galaxy%20Z%20Flip7%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
