brand,model_name,ram_gb,storage_gb,variant_name,platform,search_url,store_name,external_id,sku_text,product_title,product_url,region,regular_price,public_sale_price,gov_price,billion_subsidy_price,promotion_labels,promotion_stackable,in_stock,evidence_text_path,screenshot_path,reviewer,review_status
vivo,iQOO 15,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%2015%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,iQOO京东自营旗舰店,100283678024,12GB+256GB传奇版,vivo iQOO 15 12GB+256GB传奇版 第五代骁龙8至尊版 2K三星珠峰屏 国家补贴,https://item.jd.com/product/JayNFgjbNjrbHW-KBxyUrA.html,中国大陆,,4499.00,3999.00,,京东公开价;部分地区国家补贴;资格和地区以用户实际页面为准,unknown,true,data/raw/ecommerce/2026-09-03/jd_iqoo15_12_256.txt,,Codex+人工页面核验,approved
vivo,iQOO 15,16,256,16GB+256,tmall,https://s.taobao.com/search?q=vivo%2BiQOO%2B15%2B16GB%2B256GB%2B%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,vivo手机官方旗舰店,974850242549,16GB+256GB 凌云,【享限时优惠】vivo iQOO 15新品第五代骁龙8至尊版2K三星屏长续航学生游戏手机,https://detail.tmall.com/item.htm?id=974850242549&skuId=6293702130415,中国大陆,4899.00,4559.05,,4559.05,百亿补贴;券后价;闪电加补100元;政府补贴5%资格和实价未核验,unknown,true,data/raw/ecommerce/2026-09-03/tmall_iqoo15_16_256.txt,,Codex+人工页面核验,approved
