id,model_id,brand,model_name,ram_gb,storage_gb,variant_name,launch_price,launch_price_source,color_limited,is_active,created_at,updated_at
190,67,华为,HUAWEI Pura 80 Pro,,512,512,,,False,True,2026-09-13 15:44:09.604597,2026-09-13 15:44:09.604597
191,67,华为,HUAWEI Pura 80 Pro,,1024,1TB,,,False,True,2026-09-13 15:44:09.604597,2026-09-13 15:44:09.604597
192,68,华为,HUAWEI Pura 80 Pro+,,512,512,,,False,True,2026-09-13 15:44:09.605591,2026-09-13 15:44:09.605591
193,68,华为,HUAWEI Pura 80 Pro+,,1024,1TB,,,False,True,2026-09-13 15:44:09.605591,2026-09-13 15:44:09.605591
194,69,华为,HUAWEI Pura X,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.607597,2026-09-13 15:44:09.607597
195,69,华为,HUAWEI Pura X,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.607597,2026-09-13 15:44:09.607597
196,69,华为,HUAWEI Pura X,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.607597,2026-09-13 15:44:09.607597
197,69,华为,HUAWEI Pura X,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.607597,2026-09-13 15:44:09.607597
198,87,OPPO,OPPO Find N5,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.619033,2026-09-13 15:44:09.619033
199,87,OPPO,OPPO Find N5,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.619033,2026-09-13 15:44:09.619033
200,88,OPPO,OPPO Find N6,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.620043,2026-09-13 15:44:09.620043
201,88,OPPO,OPPO Find N6,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.620043,2026-09-13 15:44:09.620043
202,89,OPPO,OPPO Find X8,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.622041,2026-09-13 15:44:09.622041
203,89,OPPO,OPPO Find X8,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.622041,2026-09-13 15:44:09.622041
204,89,OPPO,OPPO Find X8,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.622041,2026-09-13 15:44:09.622041
205,89,OPPO,OPPO Find X8,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.622041,2026-09-13 15:44:09.622041
206,89,OPPO,OPPO Find X8,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.622041,2026-09-13 15:44:09.622041
207,90,OPPO,OPPO Find X8 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.624061,2026-09-13 15:44:09.624061
208,90,OPPO,OPPO Find X8 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.624061,2026-09-13 15:44:09.624061
209,90,OPPO,OPPO Find X8 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.624061,2026-09-13 15:44:09.624061
210,90,OPPO,OPPO Find X8 Pro,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.624061,2026-09-13 15:44:09.624061
211,91,OPPO,OPPO Find X8 Pro 卫星通信版,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.625567,2026-09-13 15:44:09.625567
212,92,OPPO,OPPO Find X8s,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.627102,2026-09-13 15:44:09.627102
213,92,OPPO,OPPO Find X8s,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.627102,2026-09-13 15:44:09.627102
214,92,OPPO,OPPO Find X8s,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.627102,2026-09-13 15:44:09.627102
215,92,OPPO,OPPO Find X8s,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.627102,2026-09-13 15:44:09.627102
216,93,OPPO,OPPO Find X8s+,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.628776,2026-09-13 15:44:09.628776
217,93,OPPO,OPPO Find X8s+,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.628776,2026-09-13 15:44:09.628776
218,93,OPPO,OPPO Find X8s+,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.628776,2026-09-13 15:44:09.628776
219,93,OPPO,OPPO Find X8s+,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.628776,2026-09-13 15:44:09.628776
220,94,OPPO,OPPO Find X8 Ultra,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.629778,2026-09-13 15:44:09.629778
221,94,OPPO,OPPO Find X8 Ultra,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.629778,2026-09-13 15:44:09.629778
222,95,OPPO,OPPO Find X9 Pro 卫星通信版,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.630786,2026-09-13 15:44:09.630786
223,95,OPPO,OPPO Find X9 Pro 卫星通信版,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.630786,2026-09-13 15:44:09.630786
224,96,OPPO,OPPO Reno13,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.632784,2026-09-13 15:44:09.632784
225,96,OPPO,OPPO Reno13,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.632784,2026-09-13 15:44:09.632784
226,96,OPPO,OPPO Reno13,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.632784,2026-09-13 15:44:09.632784
227,96,OPPO,OPPO Reno13,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.632784,2026-09-13 15:44:09.632784
228,96,OPPO,OPPO Reno13,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.632784,2026-09-13 15:44:09.632784
229,97,OPPO,OPPO Reno13 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.633783,2026-09-13 15:44:09.633783
230,97,OPPO,OPPO Reno13 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.633783,2026-09-13 15:44:09.633783
231,97,OPPO,OPPO Reno13 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.633783,2026-09-13 15:44:09.633783
232,97,OPPO,OPPO Reno13 Pro,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.633783,2026-09-13 15:44:09.633783
233,98,OPPO,OPPO Reno14,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.635777,2026-09-13 15:44:09.635777
234,98,OPPO,OPPO Reno14,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.635777,2026-09-13 15:44:09.635777
235,98,OPPO,OPPO Reno14,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.635777,2026-09-13 15:44:09.635777
236,98,OPPO,OPPO Reno14,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.635777,2026-09-13 15:44:09.635777
237,98,OPPO,OPPO Reno14,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.635777,2026-09-13 15:44:09.635777
238,99,OPPO,OPPO Reno14 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.637783,2026-09-13 15:44:09.637783
239,99,OPPO,OPPO Reno14 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.637783,2026-09-13 15:44:09.637783
240,99,OPPO,OPPO Reno14 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.637783,2026-09-13 15:44:09.637783
241,99,OPPO,OPPO Reno14 Pro,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.637783,2026-09-13 15:44:09.637783
242,100,OPPO,OPPO Reno15,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.639302,2026-09-13 15:44:09.639302
243,100,OPPO,OPPO Reno15,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.639302,2026-09-13 15:44:09.639302
244,100,OPPO,OPPO Reno15,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.639302,2026-09-13 15:44:09.639302
245,100,OPPO,OPPO Reno15,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.639302,2026-09-13 15:44:09.639302
246,100,OPPO,OPPO Reno15,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.639302,2026-09-13 15:44:09.639302
247,101,OPPO,OPPO Reno15 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.641300,2026-09-13 15:44:09.641300
248,101,OPPO,OPPO Reno15 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.641300,2026-09-13 15:44:09.641300
249,101,OPPO,OPPO Reno15 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.641300,2026-09-13 15:44:09.641300
250,101,OPPO,OPPO Reno15 Pro,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.641300,2026-09-13 15:44:09.641300
251,102,OPPO,OPPO Reno15c,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.642300,2026-09-13 15:44:09.642300
252,102,OPPO,OPPO Reno15c,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.642300,2026-09-13 15:44:09.642300
253,103,OPPO,OPPO K12 Plus,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.643300,2026-09-13 15:44:09.643300
254,103,OPPO,OPPO K12 Plus,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.643300,2026-09-13 15:44:09.643300
255,103,OPPO,OPPO K12 Plus,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.643300,2026-09-13 15:44:09.643300
256,104,OPPO,OPPO K12s,8,128,8GB+128,,,False,True,2026-09-13 15:44:09.645307,2026-09-13 15:44:09.645307
257,104,OPPO,OPPO K12s,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.645307,2026-09-13 15:44:09.645307
258,104,OPPO,OPPO K12s,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.645307,2026-09-13 15:44:09.645307
259,104,OPPO,OPPO K12s,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.645307,2026-09-13 15:44:09.645307
260,105,OPPO,OPPO K13 Turbo,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.646307,2026-09-13 15:44:09.646307
261,105,OPPO,OPPO K13 Turbo,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.646307,2026-09-13 15:44:09.646307
262,105,OPPO,OPPO K13 Turbo,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.646307,2026-09-13 15:44:09.646307
263,106,OPPO,OPPO K13 Turbo Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.648303,2026-09-13 15:44:09.648303
264,106,OPPO,OPPO K13 Turbo Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.648303,2026-09-13 15:44:09.648303
265,106,OPPO,OPPO K13 Turbo Pro,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.648303,2026-09-13 15:44:09.648303
266,106,OPPO,OPPO K13 Turbo Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.648303,2026-09-13 15:44:09.648303
267,107,OPPO,OPPO K15 Pro+,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.649307,2026-09-13 15:44:09.649307
268,107,OPPO,OPPO K15 Pro+,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.649307,2026-09-13 15:44:09.649307
269,108,OPPO,OPPO A5,8,128,8GB+128,,,False,True,2026-09-13 15:44:09.650811,2026-09-13 15:44:09.650811
270,108,OPPO,OPPO A5,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.650811,2026-09-13 15:44:09.650811
271,108,OPPO,OPPO A5,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.650811,2026-09-13 15:44:09.650811
272,108,OPPO,OPPO A5,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.650811,2026-09-13 15:44:09.650811
273,109,OPPO,OPPO A5 Pro,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.652826,2026-09-13 15:44:09.652826
274,109,OPPO,OPPO A5 Pro,8,512,8GB+512,,,False,True,2026-09-13 15:44:09.652826,2026-09-13 15:44:09.652826
275,109,OPPO,OPPO A5 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.652826,2026-09-13 15:44:09.652826
276,109,OPPO,OPPO A5 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.652826,2026-09-13 15:44:09.652826
277,110,OPPO,OPPO A5 活力版,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.653819,2026-09-13 15:44:09.653819
278,110,OPPO,OPPO A5 活力版,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.653819,2026-09-13 15:44:09.653819
279,110,OPPO,OPPO A5 活力版,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.653819,2026-09-13 15:44:09.653819
280,111,OPPO,OPPO A5m,6,128,6GB+128,,,False,True,2026-09-13 15:44:09.654827,2026-09-13 15:44:09.654827
281,111,OPPO,OPPO A5m,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.654827,2026-09-13 15:44:09.654827
282,112,OPPO,OPPO A5x,6,128,6GB+128,,,False,True,2026-09-13 15:44:09.656825,2026-09-13 15:44:09.656825
283,112,OPPO,OPPO A5x,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.656825,2026-09-13 15:44:09.656825
284,112,OPPO,OPPO A5x,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.656825,2026-09-13 15:44:09.656825
285,113,OPPO,OPPO A6,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.657825,2026-09-13 15:44:09.657825
286,113,OPPO,OPPO A6,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.657825,2026-09-13 15:44:09.657825
287,113,OPPO,OPPO A6,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.657825,2026-09-13 15:44:09.657825
288,114,OPPO,OPPO A6 Pro,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.659819,2026-09-13 15:44:09.659819
289,114,OPPO,OPPO A6 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.659819,2026-09-13 15:44:09.659819
290,114,OPPO,OPPO A6 Pro,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.659819,2026-09-13 15:44:09.659819
291,114,OPPO,OPPO A6 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.659819,2026-09-13 15:44:09.659819
292,115,OPPO,OPPO A6k,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.661827,2026-09-13 15:44:09.661827
293,115,OPPO,OPPO A6k,8,512,8GB+512,,,False,True,2026-09-13 15:44:09.661827,2026-09-13 15:44:09.661827
294,115,OPPO,OPPO A6k,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.661827,2026-09-13 15:44:09.661827
295,116,OPPO,OPPO A6m,6,128,6GB+128,,,False,True,2026-09-13 15:44:09.662826,2026-09-13 15:44:09.662826
296,116,OPPO,OPPO A6m,6,256,6GB+256,,,False,True,2026-09-13 15:44:09.662826,2026-09-13 15:44:09.662826
297,117,OPPO,OPPO A6t,6,128,6GB+128,,,False,True,2026-09-13 15:44:09.663825,2026-09-13 15:44:09.663825
298,118,OPPO,OPPO A6x,6,128,6GB+128,,,False,True,2026-09-13 15:44:09.664825,2026-09-13 15:44:09.664825
299,118,OPPO,OPPO A6x,6,256,6GB+256,,,False,True,2026-09-13 15:44:09.664825,2026-09-13 15:44:09.664825
300,118,OPPO,OPPO A6x,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.664825,2026-09-13 15:44:09.664825
301,119,OPPO,OPPO A7 Pro,6,256,6GB+256,,,False,True,2026-09-13 15:44:09.666827,2026-09-13 15:44:09.666827
302,119,OPPO,OPPO A7 Pro,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.666827,2026-09-13 15:44:09.666827
303,120,OPPO,OPPO A7 Pro Max,8,128,8GB+128,,,False,True,2026-09-13 15:44:09.667828,2026-09-13 15:44:09.667828
304,120,OPPO,OPPO A7 Pro Max,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.667828,2026-09-13 15:44:09.667828
305,120,OPPO,OPPO A7 Pro Max,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.667828,2026-09-13 15:44:09.667828
306,120,OPPO,OPPO A7 Pro Max,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.667828,2026-09-13 15:44:09.667828
307,121,vivo,vivo X200,12,256,12GB+256,4299.00,https://www.vivo.com.cn/vivo/param/x200,False,True,2026-09-13 15:44:09.669820,2026-09-13 15:44:09.669820
308,121,vivo,vivo X200,12,512,12GB+512,4699.00,https://www.vivo.com.cn/vivo/param/x200,False,True,2026-09-13 15:44:09.669820,2026-09-13 15:44:09.669820
309,121,vivo,vivo X200,16,512,16GB+512,4999.00,https://www.vivo.com.cn/vivo/param/x200,False,True,2026-09-13 15:44:09.669820,2026-09-13 15:44:09.669820
310,121,vivo,vivo X200,16,1024,16GB+1TB,5499.00,https://www.vivo.com.cn/vivo/param/x200,False,True,2026-09-13 15:44:09.669820,2026-09-13 15:44:09.669820
311,122,vivo,vivo X200 Pro mini,12,256,12GB+256,4699.00,https://www.vivo.com.cn/vivo/param/x200promini,False,True,2026-09-13 15:44:09.671819,2026-09-13 15:44:09.671819
312,122,vivo,vivo X200 Pro mini,12,512,12GB+512,4999.00,https://www.vivo.com.cn/vivo/param/x200promini,False,True,2026-09-13 15:44:09.671819,2026-09-13 15:44:09.671819
313,122,vivo,vivo X200 Pro mini,16,512,16GB+512,5299.00,https://www.vivo.com.cn/vivo/param/x200promini,False,True,2026-09-13 15:44:09.671819,2026-09-13 15:44:09.671819
314,122,vivo,vivo X200 Pro mini,16,1024,16GB+1TB,5799.00,https://www.vivo.com.cn/vivo/param/x200promini,False,True,2026-09-13 15:44:09.671819,2026-09-13 15:44:09.671819
315,123,vivo,vivo X200 Ultra,12,256,12GB+256,6499.00,https://www.vivo.com.cn/vivo/param/x200ultra,False,True,2026-09-13 15:44:09.672969,2026-09-13 15:44:09.672969
316,123,vivo,vivo X200 Ultra,16,512,16GB+512,6999.00,https://www.vivo.com.cn/vivo/param/x200ultra,False,True,2026-09-13 15:44:09.672969,2026-09-13 15:44:09.672969
317,123,vivo,vivo X200 Ultra,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.672969,2026-09-13 15:44:09.672969
318,124,vivo,vivo S20,8,256,8GB+256,2299.00,https://www.vivo.com.cn/vivo/param/s20,False,True,2026-09-13 15:44:09.676291,2026-09-13 15:44:09.676291
319,124,vivo,vivo S20,12,256,12GB+256,2599.00,https://www.vivo.com.cn/vivo/param/s20,False,True,2026-09-13 15:44:09.676291,2026-09-13 15:44:09.676291
320,124,vivo,vivo S20,12,512,12GB+512,2799.00,https://www.vivo.com.cn/vivo/param/s20,False,True,2026-09-13 15:44:09.676291,2026-09-13 15:44:09.676291
321,124,vivo,vivo S20,16,512,16GB+512,2999.00,https://www.vivo.com.cn/vivo/param/s20,False,True,2026-09-13 15:44:09.676291,2026-09-13 15:44:09.676291
322,125,vivo,vivo S20 Pro,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.678299,2026-09-13 15:44:09.678299
323,125,vivo,vivo S20 Pro,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.678299,2026-09-13 15:44:09.678299
324,125,vivo,vivo S20 Pro,16,512,16GB+512,,,False,True,2026-09-13 15:44:09.678299,2026-09-13 15:44:09.678299
325,126,vivo,vivo S30,12,256,12GB+256,2699.00,https://www.vivo.com.cn/vivo/param/s30,False,True,2026-09-13 15:44:09.679409,2026-09-13 15:44:09.679409
326,126,vivo,vivo S30,12,512,12GB+512,2999.00,https://www.vivo.com.cn/vivo/param/s30,False,True,2026-09-13 15:44:09.679409,2026-09-13 15:44:09.679409
327,126,vivo,vivo S30,16,512,16GB+512,3299.00,https://www.vivo.com.cn/vivo/param/s30,False,True,2026-09-13 15:44:09.679409,2026-09-13 15:44:09.679409
328,127,vivo,vivo S30 Pro mini,12,256,12GB+256,3499.00,https://www.vivo.com.cn/vivo/param/s30promini,False,True,2026-09-13 15:44:09.681565,2026-09-13 15:44:09.681565
329,127,vivo,vivo S30 Pro mini,12,512,12GB+512,3799.00,https://www.vivo.com.cn/vivo/param/s30promini,False,True,2026-09-13 15:44:09.681565,2026-09-13 15:44:09.681565
330,127,vivo,vivo S30 Pro mini,16,512,16GB+512,3999.00,https://www.vivo.com.cn/vivo/param/s30promini,False,True,2026-09-13 15:44:09.681565,2026-09-13 15:44:09.681565
331,128,vivo,vivo Y300,12,512,12GB+512,1999.00,https://www.vivo.com.cn/vivo/param/y300,False,True,2026-09-13 15:44:09.682575,2026-09-13 15:44:09.682575
332,128,vivo,vivo Y300,12,256,12GB+256,1799.00,https://www.vivo.com.cn/vivo/param/y300,False,True,2026-09-13 15:44:09.682575,2026-09-13 15:44:09.682575
333,128,vivo,vivo Y300,8,256,8GB+256,1599.00,https://www.vivo.com.cn/vivo/param/y300,False,True,2026-09-13 15:44:09.682575,2026-09-13 15:44:09.682575
334,128,vivo,vivo Y300,8,128,8GB+128,1399.00,https://www.vivo.com.cn/vivo/param/y300,False,True,2026-09-13 15:44:09.682575,2026-09-13 15:44:09.682575
335,129,vivo,vivo Y300 Pro,12,512,12GB+512,2499.00,https://www.vivo.com.cn/vivo/param/y300pro,False,True,2026-09-13 15:44:09.684575,2026-09-13 15:44:09.684575
336,129,vivo,vivo Y300 Pro,12,256,12GB+256,2199.00,https://www.vivo.com.cn/vivo/param/y300pro,False,True,2026-09-13 15:44:09.684575,2026-09-13 15:44:09.684575
337,129,vivo,vivo Y300 Pro,8,256,8GB+256,1999.00,https://www.vivo.com.cn/vivo/param/y300pro,False,True,2026-09-13 15:44:09.684575,2026-09-13 15:44:09.684575
338,129,vivo,vivo Y300 Pro,8,128,8GB+128,1799.00,https://www.vivo.com.cn/vivo/param/y300pro,False,True,2026-09-13 15:44:09.684575,2026-09-13 15:44:09.684575
339,130,vivo,vivo Y300i,12,512,12GB+512,1799.00,https://www.vivo.com.cn/vivo/param/y300i,False,True,2026-09-13 15:44:09.686859,2026-09-13 15:44:09.686859
340,130,vivo,vivo Y300i,12,256,12GB+256,1599.00,https://www.vivo.com.cn/vivo/param/y300i,False,True,2026-09-13 15:44:09.686859,2026-09-13 15:44:09.686859
341,130,vivo,vivo Y300i,8,256,8GB+256,1499.00,https://www.vivo.com.cn/vivo/param/y300i,False,True,2026-09-13 15:44:09.686859,2026-09-13 15:44:09.686859
342,130,vivo,vivo Y300i,8,128,8GB+128,1099.00,https://www.vivo.com.cn/vivo/param/y300i,False,True,2026-09-13 15:44:09.686859,2026-09-13 15:44:09.686859
343,131,vivo,iQOO 13,12,256,12GB+256,3999.00,https://www.vivo.com.cn/vivo/param/iqoo13,False,True,2026-09-13 15:44:09.688851,2026-09-13 15:44:09.688851
344,131,vivo,iQOO 13,12,512,12GB+512,4499.00,https://www.vivo.com.cn/vivo/param/iqoo13,False,True,2026-09-13 15:44:09.688851,2026-09-13 15:44:09.688851
345,131,vivo,iQOO 13,16,256,16GB+256,4299.00,https://www.vivo.com.cn/vivo/param/iqoo13,False,True,2026-09-13 15:44:09.688851,2026-09-13 15:44:09.688851
346,131,vivo,iQOO 13,16,512,16GB+512,4699.00,https://www.vivo.com.cn/vivo/param/iqoo13,False,True,2026-09-13 15:44:09.688851,2026-09-13 15:44:09.688851
347,131,vivo,iQOO 13,16,1024,16GB+1TB,5199.00,https://www.vivo.com.cn/vivo/param/iqoo13,False,True,2026-09-13 15:44:09.688851,2026-09-13 15:44:09.688851
348,132,vivo,iQOO Neo10,12,256,12GB+256,2399.00,https://www.vivo.com.cn/vivo/param/iqooneo10,False,True,2026-09-13 15:44:09.690865,2026-09-13 15:44:09.690865
349,132,vivo,iQOO Neo10,12,512,12GB+512,2799.00,https://www.vivo.com.cn/vivo/param/iqooneo10,False,True,2026-09-13 15:44:09.690865,2026-09-13 15:44:09.690865
350,132,vivo,iQOO Neo10,16,256,16GB+256,2599.00,https://www.vivo.com.cn/vivo/param/iqooneo10,False,True,2026-09-13 15:44:09.690865,2026-09-13 15:44:09.690865
351,132,vivo,iQOO Neo10,16,512,16GB+512,3099.00,https://www.vivo.com.cn/vivo/param/iqooneo10,False,True,2026-09-13 15:44:09.690865,2026-09-13 15:44:09.690865
352,132,vivo,iQOO Neo10,16,1024,16GB+1TB,3599.00,https://www.vivo.com.cn/vivo/param/iqooneo10,False,True,2026-09-13 15:44:09.690865,2026-09-13 15:44:09.690865
353,133,vivo,iQOO Neo10 Pro,12,256,12GB+256,3199.00,https://www.vivo.com.cn/vivo/param/iqooneo10pro,False,True,2026-09-13 15:44:09.692859,2026-09-13 15:44:09.692859
354,133,vivo,iQOO Neo10 Pro,12,512,12GB+512,3499.00,https://www.vivo.com.cn/vivo/param/iqooneo10pro,False,True,2026-09-13 15:44:09.692859,2026-09-13 15:44:09.692859
355,133,vivo,iQOO Neo10 Pro,16,256,16GB+256,3399.00,https://www.vivo.com.cn/vivo/param/iqooneo10pro,False,True,2026-09-13 15:44:09.692859,2026-09-13 15:44:09.692859
356,133,vivo,iQOO Neo10 Pro,16,512,16GB+512,3799.00,https://www.vivo.com.cn/vivo/param/iqooneo10pro,False,True,2026-09-13 15:44:09.692859,2026-09-13 15:44:09.692859
357,133,vivo,iQOO Neo10 Pro,16,1024,16GB+1TB,4299.00,https://www.vivo.com.cn/vivo/param/iqooneo10pro,False,True,2026-09-13 15:44:09.692859,2026-09-13 15:44:09.692859
358,134,vivo,iQOO Neo10 Pro+,12,256,12GB+256,2999.00,https://www.vivo.com.cn/vivo/param/iqooneo10proplus,False,True,2026-09-13 15:44:09.694859,2026-09-13 15:44:09.694859
359,134,vivo,iQOO Neo10 Pro+,12,512,12GB+512,3499.00,https://www.vivo.com.cn/vivo/param/iqooneo10proplus,False,True,2026-09-13 15:44:09.694859,2026-09-13 15:44:09.694859
360,134,vivo,iQOO Neo10 Pro+,16,256,16GB+256,3299.00,https://www.vivo.com.cn/vivo/param/iqooneo10proplus,False,True,2026-09-13 15:44:09.694859,2026-09-13 15:44:09.694859
361,134,vivo,iQOO Neo10 Pro+,16,512,16GB+512,3699.00,https://www.vivo.com.cn/vivo/param/iqooneo10proplus,False,True,2026-09-13 15:44:09.694859,2026-09-13 15:44:09.694859
362,134,vivo,iQOO Neo10 Pro+,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.694859,2026-09-13 15:44:09.694859
363,135,vivo,iQOO Z10 Turbo,12,256,12GB+256,2699.00,https://www.vivo.com.cn/vivo/param/iqooz10turbo,False,True,2026-09-13 15:44:09.696863,2026-09-13 15:44:09.696863
364,135,vivo,iQOO Z10 Turbo,16,256,16GB+256,3099.00,https://www.vivo.com.cn/vivo/param/iqooz10turbo,False,True,2026-09-13 15:44:09.696863,2026-09-13 15:44:09.696863
365,135,vivo,iQOO Z10 Turbo,12,512,12GB+512,3199.00,https://www.vivo.com.cn/vivo/param/iqooz10turbo,False,True,2026-09-13 15:44:09.696863,2026-09-13 15:44:09.696863
366,135,vivo,iQOO Z10 Turbo,16,512,16GB+512,3599.00,https://www.vivo.com.cn/vivo/param/iqooz10turbo,False,True,2026-09-13 15:44:09.696863,2026-09-13 15:44:09.696863
367,136,vivo,iQOO Z10 Turbo Pro,12,256,12GB+256,1999.00,https://www.vivo.com.cn/vivo/param/iqooz10turbopro,False,True,2026-09-13 15:44:09.698858,2026-09-13 15:44:09.698858
368,136,vivo,iQOO Z10 Turbo Pro,12,512,12GB+512,2399.00,https://www.vivo.com.cn/vivo/param/iqooz10turbopro,False,True,2026-09-13 15:44:09.698858,2026-09-13 15:44:09.698858
369,136,vivo,iQOO Z10 Turbo Pro,16,256,16GB+256,2199.00,https://www.vivo.com.cn/vivo/param/iqooz10turbopro,False,True,2026-09-13 15:44:09.698858,2026-09-13 15:44:09.698858
370,136,vivo,iQOO Z10 Turbo Pro,16,512,16GB+512,2599.00,https://www.vivo.com.cn/vivo/param/iqooz10turbopro,False,True,2026-09-13 15:44:09.698858,2026-09-13 15:44:09.698858
